PIN,Address,Sq. Ft.,Ward,Community Area Name,Zoning Classification,Location
20-20-304-010-0000,6715 S LOOMIS BLVD,0,17,WEST ENGLEWOOD,RS-3,"(41.77175415, -87.65880717)"
20-19-220-015-0000,6545 S WOOD ST,0,15,WEST ENGLEWOOD,RT-4,"(41.77444869, -87.66861646)"
20-17-312-028-0000,6024 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78420636, -87.65861536)"
20-19-211-035-0000,6432 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77658008, -87.66937056)"
20-19-201-012-0000,6319 S WINCHESTER AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77868687, -87.67234535)"
20-18-416-002-0000,6105 S DAMEN AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.7827302, -87.67365037)"
20-19-408-042-0000,1934 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76871463, -87.67259215)"
20-17-400-027-0000,5955 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.78527923, -87.65429933)"
20-20-101-038-0000,6342 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.7782372, -87.66210106)"
20-18-214-013-0000,5633 S PAULINA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79117092, -87.66659466)"
20-17-311-022-0000,6012 S LOOMIS BLVD,2984,16,WEST ENGLEWOOD,RS-3,"(41.78454026, -87.65984018)"
20-18-214-035-0000,5630 S MARSHFIELD AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.79124599, -87.66608028)"
20-17-326-032-0000,6236 S LAFLIN ST,3126,16,WEST ENGLEWOOD,RS-3,"(41.78024034, -87.66216149)"
20-19-201-033-0000,6340 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77803829, -87.67181787)"
20-20-400-009-0000,6721 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.77169277, -87.65394966)"
20-17-119-017-0000,5741 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78922404, -87.66047646)"
20-19-421-006-0000,1711 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.7682516, -87.66690174)"
20-18-427-023-0000,6212 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78077159, -87.66944885)"
20-19-413-032-0000,6832 S PAULINA ST,3056,17,WEST ENGLEWOOD,RS-3,"(41.76932594, -87.66671764)"
20-17-116-009-0000,5727 S ASHLAND AVE,0,16,WEST ENGLEWOOD,PD 1142,"(41.78958652, -87.66408275)"
20-18-427-040-0000,1814 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77965561, -87.66974847)"
20-18-403-007-0000,1811 W 59TH ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7864252, -87.66974357)"
20-20-322-006-0000,6923 S THROOP ST,3125,6,WEST ENGLEWOOD,RS-3,"(41.76791673, -87.65627191)"
20-18-428-023-0000,6222 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78051745, -87.66823197)"
20-17-118-020-0000,5751 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78893277, -87.66167801)"
20-17-305-013-0000,5921 S ADA ST,3120,16,WEST ENGLEWOOD,RS-3,"(41.78619071, -87.65796621)"
20-18-428-030-0000,6240 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78000281, -87.66821871)"
20-18-429-015-0000,6239 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78008054, -87.66752388)"
20-17-308-041-0000,1538 W 61ST ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78338487, -87.66344144)"
20-20-315-027-0000,6818 S RACINE AVE,0,17,WEST ENGLEWOOD,B1-1,"(41.76990325, -87.65459932)"
20-20-315-001-0000,6801 S ELIZABETH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.77034173, -87.65512446)"
20-19-220-013-0000,6537 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77461325, -87.66862113)"
20-20-107-007-0000,1201 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.77934631, -87.65474207)"
20-18-207-008-0000,5517 S MARSHFIELD AVE,2914,16,WEST ENGLEWOOD,RS-3,"(41.79308184, -87.66544279)"
20-17-123-044-0000,5756 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.78885204, -87.65488673)"
20-18-208-003-0000,5607 S DAMEN AVE,0,15,WEST ENGLEWOOD,B1-1,"(41.79180824, -87.6738962)"
20-20-102-008-0000,1440 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77977356, -87.66126847)"
20-29-126-024-0000,1450 W 74TH ST,0,17,WEST ENGLEWOOD,RS-2,"(41.75975692, -87.66083372)"
20-17-118-003-0000,5707 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79016787, -87.66170813)"
20-17-103-006-0000,1401 W GARFIELD BLVD,0,16,WEST ENGLEWOOD,B3-2,"(41.79346147, -87.66001968)"
20-18-404-042-0000,5948 S HERMITAGE AVE,3125,15,WEST ENGLEWOOD,RS-3,"(41.78528148, -87.66835487)"
20-20-310-021-0000,6806 S BISHOP ST,0,17,WEST ENGLEWOOD,RS-3,"(41.77013704, -87.66067265)"
20-29-132-058-0000,7416 S RACINE AVE,0,17,WEST ENGLEWOOD,B1-1,"(41.75903437, -87.65431266)"
20-20-224-006-0000,6617 S RACINE AVE,0,16,ENGLEWOOD,RT-4,"(41.77350371, -87.65399685)"
20-17-304-004-0000,1349 W 59TH ST,0,16,WEST ENGLEWOOD,C1-1,"(41.78656589, -87.65897794)"
20-19-218-007-0000,6519 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77514487, -87.6710426)"
20-18-228-011-0000,5806 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.7882605, -87.66843415)"
20-20-105-030-0000,1301 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.77930999, -87.65731049)"
20-20-317-002-0000,1519 W 69TH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76832132, -87.66216751)"
20-20-320-034-0000,6934 S ADA ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76761408, -87.65817482)"
20-18-410-012-0000,6029 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78396664, -87.67125924)"
20-17-304-035-0000,5930 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78583737, -87.65865685)"
20-18-222-038-0000,5740 S MARSHFIELD AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.78915021, -87.66602668)"
20-20-103-005-0000,1415 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77927157, -87.66001174)"
20-17-116-014-0000,5741 S ASHLAND AVE,0,16,WEST ENGLEWOOD,PD 1142,"(41.78915786, -87.66407218)"
20-19-206-009-0000,1633 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77932426, -87.66551751)"
20-20-308-019-0000,6810 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76997028, -87.66308918)"
20-18-411-013-0000,6033 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78384536, -87.67004381)"
20-19-218-019-0000,6555 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77412567, -87.67101376)"
20-17-112-016-0000,5637 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,RS-3,"(41.7911334, -87.65930993)"
20-18-427-010-0000,6225 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78043489, -87.669954)"
20-19-203-023-0000,6314 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77881851, -87.66943389)"
20-17-117-005-0000,5713 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78994572, -87.66290505)"
20-17-331-005-0000,6217 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78084774, -87.65671126)"
20-19-228-032-0000,6636 S HERMITAGE AVE,,15,WEST ENGLEWOOD,RS-3,"(41.77286829, -87.66806219)"
20-17-328-041-0000,1404 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77979589, -87.65971044)"
20-19-422-039-0000,6938 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76717618, -87.66544614)"
20-17-121-002-0000,5703 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79029166, -87.65807378)"
20-19-211-024-0000,6404 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77732225, -87.66939181)"
20-18-220-038-0000,5744 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78898277, -87.66845543)"
20-19-422-031-0000,6922 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76772013, -87.66546076)"
20-18-401-046-0000,5958 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.7849568, -87.67198372)"
20-18-410-034-0000,6024 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78404198, -87.67074678)"
20-20-116-006-0000,6627 S ASHLAND AVE,0,16,WEST ENGLEWOOD,B3-2,"(41.77315937, -87.66366095)"
20-17-130-024-0000,5830 S ELIZABETH ST,0,16,WEST ENGLEWOOD,M1-1,"(41.78771761, -87.65628965)"
20-18-419-019-0000,6149 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78162319, -87.6699853)"
20-19-413-038-0000,1716 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76877259, -87.66719054)"
20-20-317-018-0000,6937 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76744352, -87.6623263)"
20-18-428-034-0000,1750 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7796793, -87.66860436)"
20-18-420-040-0000,6138 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78190602, -87.66826784)"
20-20-109-018-0000,6443 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77639101, -87.66256192)"
20-20-308-025-0000,6826 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.7695569, -87.66307756)"
20-18-430-034-0000,1644 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77971342, -87.66599899)"
20-19-327-037-0000,2026 W 69TH PL,0,17,WEST ENGLEWOOD,RS-2,"(41.76778278, -87.67469225)"
20-19-315-011-0000,2124 W 68TH PL,0,16,WEST ENGLEWOOD,RS-2,"(41.76956915, -87.67708538)"
20-20-314-014-0000,6837 S THROOP ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76936336, -87.65631112)"
20-18-427-013-0000,6233 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78023732, -87.6699488)"
20-17-321-006-0000,1313 W 61ST ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78294832, -87.6577638)"
20-19-316-026-0000,2048 W 68TH PL,0,16,WEST ENGLEWOOD,RS-2,"(41.76958673, -87.6755628)"
20-17-325-038-0000,1534 W 63RD ST,0,16,WEST ENGLEWOOD,B3-2,"(41.77974852, -87.6632783)"
20-17-106-026-0000,5530 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79281511, -87.65620023)"
20-19-205-041-0000,1725 W 63RD ST,0,15,WEST ENGLEWOOD,B1-1,"(41.77910531, -87.6677244)"
20-17-115-043-0000,5648 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.79091877, -87.65514536)"
20-19-112-026-0000,6408 S HOYNE AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77715565, -87.67664115)"
20-20-315-024-0000,6810 S RACINE AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.7701091, -87.65460497)"
20-19-421-008-0000,1707 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76825348, -87.66671843)"
20-17-200-006-0000,1141 W GARFIELD BLVD,0,16,ENGLEWOOD,B3-2,"(41.79352084, -87.65406683)"
20-18-414-022-0000,6014 S MARSHFIELD AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78437721, -87.6659052)"
20-20-311-034-0000,6844 S LOOMIS BLVD,0,17,WEST ENGLEWOOD,RS-3,"(41.76910643, -87.65922541)"
20-18-419-037-0000,6136 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78196275, -87.66948007)"
20-18-427-026-0000,6220 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78057404, -87.66944367)"
20-19-415-029-0000,6816 S ASHLAND AVE,0,17,WEST ENGLEWOOD,B3-2,"(41.76975927, -87.66433436)"
20-19-208-036-0000,6436 S WINCHESTER AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77639836, -87.67297427)"
20-18-112-031-0000,5636 S DAMEN AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.7909922, -87.67457191)"
20-17-314-009-0000,6021 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78436262, -87.65670581)"
20-19-210-021-0000,6400 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77743773, -87.6705968)"
20-17-100-022-0000,5540 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.7924865, -87.6636696)"
20-20-314-028-0000,6820 S ELIZABETH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.7698169, -87.65580684)"
20-17-114-017-0000,5641 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79109975, -87.65688033)"
20-18-225-033-0000,1908 W 59TH ST,0,15,WEST ENGLEWOOD,M1-1,"(41.78691238, -87.67215458)"
20-19-202-003-0000,1851 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77905676, -87.67113848)"
20-19-420-004-0000,1751 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76823663, -87.66830025)"
20-20-113-024-0000,6502 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77567411, -87.66202907)"
20-30-203-029-0000,7159 S HONORE ST,0,17,WEST ENGLEWOOD,RS-2,"(41.76315439, -87.66949842)"
20-17-129-020-0000,1310 W 59TH ST,0,16,WEST ENGLEWOOD,M1-1,"(41.78712896, -87.65773242)"
20-17-130-022-0000,5841 S THROOP ST,0,16,WEST ENGLEWOOD,M1-1,"(41.78743617, -87.65676888)"
20-19-406-018-0000,6739 S PAULINA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77101831, -87.66606489)"
20-19-120-006-0000,6515 S HAMILTON AVE,3155,16,WEST ENGLEWOOD,RS-3,"(41.77512859, -87.677109)"
20-17-326-020-0000,6206 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.7810654, -87.66218224)"
20-19-422-005-0000,1647 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.7682635, -87.66577884)"
20-19-105-008-0000,2103 W 63RD ST,0,16,WEST ENGLEWOOD,RT-4A,"(41.7791707, -87.67648385)"
20-18-425-029-0000,6228 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78027542, -87.6718588)"
20-17-115-025-0000,5600 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.79222075, -87.65517954)"
20-29-124-006-0000,1269 W 73RD ST,0,17,WEST ENGLEWOOD,RS-2,"(41.76111497, -87.65662981)"
20-18-430-035-0000,1638 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77971521, -87.66586152)"
20-19-120-030-0000,6518 S HOYNE AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77506673, -87.67658594)"
20-20-331-034-0000,7038 S RACINE AVE,0,6,WEST ENGLEWOOD,B1-1,"(41.76571583, -87.65448435)"
20-17-329-031-0000,6234 S ADA ST,2912,16,WEST ENGLEWOOD,RT-4,"(41.78020504, -87.65856165)"
20-20-102-037-0000,6340 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77832294, -87.66089159)"
20-30-206-026-0000,7114 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-2,"(41.76437837, -87.665371)"
20-19-230-001-0000,6601 S PAULINA ST,5523,15,WEST ENGLEWOOD,RS-3,"(41.77383078, -87.66619257)"
20-18-426-045-0000,1834 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7794757, -87.67042973)"
20-18-208-019-0000,5655 S DAMEN AVE,0,15,WEST ENGLEWOOD,B1-1,"(41.79045018, -87.67385555)"
20-18-403-042-0000,5950 S WOOD ST,2984,15,WEST ENGLEWOOD,RS-3,"(41.78518381, -87.66956462)"
20-18-425-032-0000,6242 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77990231, -87.67184888)"
20-20-314-003-0000,6805 S THROOP ST,3144,17,WEST ENGLEWOOD,RS-3,"(41.77022104, -87.65633461)"
20-17-307-037-0000,5942 S RACINE AVE,0,16,WEST ENGLEWOOD,C1-1,"(41.785613, -87.65500788)"
20-19-404-025-0000,6740 S HERMITAGE AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77092449, -87.66797667)"
20-20-314-026-0000,6814 S ELIZABETH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76995413, -87.65581057)"
20-20-107-004-0000,1219 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.77933898, -87.65527145)"
20-17-123-045-0000,5758 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.78882571, -87.65509047)"
20-20-105-003-0000,1319 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.77930313, -87.65779564)"
20-19-400-023-0000,6747 S DAMEN AVE,3125,16,WEST ENGLEWOOD,RS-3,"(41.77067928, -87.67342449)"
20-20-319-018-0000,6935 S BISHOP ST,3125,6,WEST ENGLEWOOD,RS-3,"(41.76754549, -87.65990262)"
20-18-411-015-0000,6037 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78370819, -87.67004023)"
20-19-204-016-0000,6339 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77821106, -87.66872305)"
20-17-128-013-0000,1348 W 59TH ST,0,16,WEST ENGLEWOOD,M1-1,"(41.78710053, -87.65902319)"
20-17-314-005-0000,6011 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78463709, -87.6567127)"
20-29-114-046-0000,1212 W 72ND PL,3114,6,WEST ENGLEWOOD,B1-1,"(41.76257581, -87.65483352)"
20-17-127-003-0000,5805 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78836374, -87.6604542)"
20-19-411-002-0000,6803 S HONORE ST,3829,17,WEST ENGLEWOOD,RS-3,"(41.77010121, -87.66968434)"
20-29-129-032-0000,1270 W 74TH ST,0,17,WEST ENGLEWOOD,RS-2,"(41.75981948, -87.65668835)"
20-18-229-010-0000,5502 S PAULINA ST,0,15,WEST ENGLEWOOD,RT-4,"(41.78834561, -87.66722196)"
20-17-125-011-0000,5843 S JUSTINE ST,0,16,WEST ENGLEWOOD,M1-1,"(41.78731293, -87.66283974)"
20-20-319-004-0000,1417 W 69TH ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76834318, -87.65983254)"
20-18-426-033-0000,6240 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7799542, -87.67063874)"
20-17-120-029-0000,5710 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79007583, -87.65876712)"
20-18-226-002-0000,1855 W 58TH ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78824152, -87.67143421)"
20-18-215-028-0000,5616 S ASHLAND AVE,0,16,WEST ENGLEWOOD,B3-2,"(41.79167224, -87.66492193)"
20-18-408-027-0000,6006 S WINCHESTER AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.78455888, -87.67318451)"
20-17-123-042-0000,5752 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.7890298, -87.65509582)"
20-19-231-026-0000,6632 S ASHLAND AVE,0,15,WEST ENGLEWOOD,C1-2,"(41.77298707, -87.6644562)"
20-18-228-009-0000,5802 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78839477, -87.668438)"
20-19-419-033-0000,6922 S WOOD ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76777235, -87.66910723)"
20-20-302-021-0000,6743 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77096668, -87.66121171)"
20-17-424-035-0000,1148 W 63RD ST,0,16,ENGLEWOOD,C1-2,"(41.77972461, -87.65402403)"
20-17-308-032-0000,6032 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78393693, -87.66346414)"
20-17-312-043-0000,1338 W 61ST ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78343035, -87.65859567)"
20-17-122-030-0000,5716 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78997324, -87.65633452)"
20-17-400-005-0000,1147 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78678173, -87.65411825)"
20-17-327-037-0000,1448 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77977356, -87.66126847)"
20-17-128-006-0000,5831 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,M1-1,"(41.78754001, -87.65920318)"
20-19-106-005-0000,2049 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.7789897, -87.67581805)"
20-20-329-013-0000,7033 S ADA ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76579712, -87.65742696)"
20-20-101-005-0000,1509 W 63RD ST,0,16,WEST ENGLEWOOD,B3-2,"(41.7792397, -87.66224735)"
20-17-122-045-0000,5752 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78894399, -87.65630733)"
20-17-224-031-0000,5807 S RACINE AVE,0,16,ENGLEWOOD,M1-1,"(41.78821191, -87.65437519)"
20-17-123-024-0000,5759 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78881896, -87.65560528)"
20-18-427-001-0000,6201 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7810937, -87.6699715)"
20-19-205-003-0000,1717 W 63RD ST,0,15,WEST ENGLEWOOD,B1-1,"(41.77910756, -87.66755022)"
20-29-109-024-0000,1223 W 71ST PL,0,6,WEST ENGLEWOOD,RS-2,"(41.76387117, -87.6550501)"
20-19-419-002-0000,1823 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76822118, -87.66973062)"
20-18-406-003-0000,1651 W 59TH ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78646165, -87.66644547)"
